id;description;name;userName;createdAt;updatedAt;dietGroupId
593;;Non-pregnant Cows Weighing Around 450 kg (1000 lb);;2017-12-05 17:48:32.556+00;2017-12-05 17:48:32.556+00;181
594;;Non-pregnant Cows Weighing Around 450 kg (1000 lb);;2017-12-05 17:48:35.99+00;2017-12-05 17:48:35.99+00;182
595;;Non-pregnant Cows Weighing Around 500 kg (1100 lb);;2017-12-05 17:48:39.54+00;2017-12-05 17:48:39.54+00;181
596;;Non-pregnant Cows Weighing Around 500 kg (1100 lb);;2017-12-05 17:48:43.122+00;2017-12-05 17:48:43.122+00;182
597;;Non-pregnant Cows Weighing Around 545 kg (1200 lb);;2017-12-05 17:48:46.728+00;2017-12-05 17:48:46.728+00;181
598;;Non-pregnant Cows Weighing Around 545 kg (1200 lb);;2017-12-05 17:48:50.298+00;2017-12-05 17:48:50.298+00;182
599;;Now Weighing Around 400 kg (900 lb);;2017-12-05 17:48:53.503+00;2017-12-05 17:48:53.503+00;184
600;;Now Weighing Around 400 kg (900 lb);;2017-12-05 17:48:57.219+00;2017-12-05 17:48:57.219+00;185
601;;Now Weighing Around 450 kg (1000 lb);;2017-12-05 17:49:00.965+00;2017-12-05 17:49:00.965+00;184
602;;Now Weighing Around 450 kg (1000 lb);;2017-12-05 17:49:04.688+00;2017-12-05 17:49:04.688+00;185
603;;Now Weighing Around 500 kg (1100 lb);;2017-12-05 17:49:08.615+00;2017-12-05 17:49:08.615+00;184
604;;Now Weighing Around 500 kg (1100 lb);;2017-12-05 17:49:12.402+00;2017-12-05 17:49:12.402+00;185
605;;Now Weighing Around 545 kg (1200 lb);;2017-12-05 17:49:16.165+00;2017-12-05 17:49:16.165+00;184
606;;Now Weighing Around 545 kg (1200 lb);;2017-12-05 17:49:19.902+00;2017-12-05 17:49:19.902+00;185
607;;Now Weighing Around 590 kg (1300 lb);;2017-12-05 17:49:23.709+00;2017-12-05 17:49:23.709+00;184
608;;Now Weighing Around 590 kg (1300 lb);;2017-12-05 17:49:27.66+00;2017-12-05 17:49:27.66+00;185
609;;Now Weighing Around 630 kg (1400 lb);;2017-12-05 17:49:31.394+00;2017-12-05 17:49:31.394+00;184
610;;Now Weighing Around 630 kg (1400 lb);;2017-12-05 17:49:35.125+00;2017-12-05 17:49:35.125+00;185
611;;Post Larval, 1 To 25 Days;;2017-12-05 17:49:38.655+00;2017-12-05 17:49:38.655+00;52
612;;Post Larval, 1 To 25 Days;;2017-12-05 17:49:42.894+00;2017-12-05 17:49:42.894+00;58
613;;Post Larval, 1 To 25 Days;;2017-12-05 17:49:47.167+00;2017-12-05 17:49:47.167+00;60
614;;Post Larval, 1 To 25 Days;;2017-12-05 17:49:51.468+00;2017-12-05 17:49:51.468+00;62
615;;Post Larval, 25 Days To 1 gram;;2017-12-05 17:49:55.799+00;2017-12-05 17:49:55.799+00;52
616;;Post Larval, 25 Days To 1 gram;;2017-12-05 17:50:00.2+00;2017-12-05 17:50:00.2+00;58
617;;Post Larval, 25 Days To 1 gram;;2017-12-05 17:50:04.47+00;2017-12-05 17:50:04.47+00;60
618;;Post Larval, 25 Days To 1 gram;;2017-12-05 17:50:08.844+00;2017-12-05 17:50:08.844+00;62
619;;Pregnant Cows During Last 90 Days Of Gestation Weighing Around 450 kg (1000 lb);;2017-12-05 17:50:13.412+00;2017-12-05 17:50:13.412+00;181
620;;Pregnant Cows During Last 90 Days Of Gestation Weighing Around 450 kg (1000 lb);;2017-12-05 17:50:17.119+00;2017-12-05 17:50:17.119+00;182
621;;Pregnant Cows During Last 90 Days Of Gestation Weighing Around 500 kg (1100 lb);;2017-12-05 17:50:20.879+00;2017-12-05 17:50:20.879+00;181
622;;Pregnant Cows During Last 90 Days Of Gestation Weighing Around 500 kg (1100 lb);;2017-12-05 17:50:24.629+00;2017-12-05 17:50:24.629+00;182
623;;Pregnant Cows During Last 90 Days Of Gestation Weighing Around 545 kg (1200 lb);;2017-12-05 17:50:28.593+00;2017-12-05 17:50:28.593+00;181
624;;Pregnant Cows During Last 90 Days Of Gestation Weighing Around 545 kg (1200 lb);;2017-12-05 17:50:32.376+00;2017-12-05 17:50:32.376+00;182
625;;Pregnant Mare Ration, At 11 Months, To Be Fed Ad Lib;;2017-12-05 17:50:37.412+00;2017-12-05 17:50:37.412+00;165
626;;Pregnant Mare Ration, At 11 Months, To Be Fed Ad Lib;;2017-12-05 17:50:42.352+00;2017-12-05 17:50:42.352+00;166
627;;Pregnant Mare Ration, At 9 Months, To Be Fed Ad Lib;;2017-12-05 17:50:47.235+00;2017-12-05 17:50:47.235+00;165
628;;Pregnant Mare Ration, At 9 Months, To Be Fed Ad Lib;;2017-12-05 17:50:52.185+00;2017-12-05 17:50:52.185+00;166
629;;Pregnant Mare Supplement, At 11 Months, Fed At 0.5% Of BW;;2017-12-05 17:50:57.09+00;2017-12-05 17:50:57.09+00;159
630;;Pregnant Mare Supplement, At 11 Months, Fed At 0.5% Of BW;;2017-12-05 17:51:02.058+00;2017-12-05 17:51:02.058+00;160
631;;Pregnant Mare Supplement, At 11 Months, Fed At 1% Of BW;;2017-12-05 17:51:06.978+00;2017-12-05 17:51:06.978+00;162
632;;Pregnant Mare Supplement, At 11 Months, Fed At 1% Of BW;;2017-12-05 17:51:11.939+00;2017-12-05 17:51:11.939+00;163
633;;Pregnant Mare Supplement, At 9 Months, Fed At 0.5% Of BW;;2017-12-05 17:51:16.826+00;2017-12-05 17:51:16.826+00;159
634;;Pregnant Mare Supplement, At 9 Months, Fed At 0.5% Of BW;;2017-12-05 17:51:21.776+00;2017-12-05 17:51:21.776+00;160
635;;Pregnant Mare Supplement, At 9 Months, Fed At 1% Of BW;;2017-12-05 17:51:26.676+00;2017-12-05 17:51:26.676+00;162
636;;Pregnant Mare Supplement, At 9 Months, Fed At 1% Of BW;;2017-12-05 17:51:31.693+00;2017-12-05 17:51:31.693+00;163
637;;Pregnant Mares, 10 Months;;2017-12-05 17:51:34.674+00;2017-12-05 17:51:34.674+00;152
638;;Pregnant Mares, 10 Months;;2017-12-05 17:51:37.71+00;2017-12-05 17:51:37.71+00;153
639;;Pregnant Mares, 11 Months;;2017-12-05 17:51:40.687+00;2017-12-05 17:51:40.687+00;152
640;;Pregnant Mares, 11 Months;;2017-12-05 17:51:43.692+00;2017-12-05 17:51:43.692+00;153
641;;Pregnant Mares, 9 Months;;2017-12-05 17:51:46.753+00;2017-12-05 17:51:46.753+00;152
642;;Pregnant Mares, 9 Months;;2017-12-05 17:51:49.742+00;2017-12-05 17:51:49.742+00;153
643;;Pre-starter For Calves Fed Milk Or Milk Replacer;;2017-12-05 17:51:54.123+00;2017-12-05 17:51:54.123+00;175
644;;Pre-starter For Calves Fed Milk Or Milk Replacer;;2017-12-05 17:51:58.692+00;2017-12-05 17:51:58.692+00;176
645;;Pre-starter For Calves Fed Skimmed Milk;;2017-12-05 17:52:03.113+00;2017-12-05 17:52:03.113+00;175
646;;Pre-starter For Calves Fed Skimmed Milk;;2017-12-05 17:52:07.542+00;2017-12-05 17:52:07.542+00;176
647;;Pre-starter For Calves Fed Skimmed Milk Whey;;2017-12-05 17:52:11.958+00;2017-12-05 17:52:11.958+00;175
648;;Pre-starter For Calves Fed Skimmed Milk Whey;;2017-12-05 17:52:16.427+00;2017-12-05 17:52:16.427+00;176
649;;Race Condtioning, Pelleted Mix;;2017-12-05 17:52:19.448+00;2017-12-05 17:52:19.448+00;28
650;;Race Condtioning, Pelleted Mix;;2017-12-05 17:52:23.043+00;2017-12-05 17:52:23.043+00;29
651;;Race Fit, Pelleted Mix;;2017-12-05 17:52:26.671+00;2017-12-05 17:52:26.671+00;28
652;;Race Fit, Pelleted Mix;;2017-12-05 17:52:30.228+00;2017-12-05 17:52:30.228+00;29
653;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 200 kg (440 lb);;2017-12-05 17:52:34.519+00;2017-12-05 17:52:34.519+00;148
654;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 200 kg (440 lb);;2017-12-05 17:52:38.209+00;2017-12-05 17:52:38.209+00;149
655;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 300 kg (660 lb);;2017-12-05 17:52:41.743+00;2017-12-05 17:52:41.743+00;148
656;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 300 kg (660 lb);;2017-12-05 17:52:45.288+00;2017-12-05 17:52:45.288+00;149
657;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 450 kg (990 lb);;2017-12-05 17:52:48.984+00;2017-12-05 17:52:48.984+00;148
658;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 450 kg (990 lb);;2017-12-05 17:52:52.568+00;2017-12-05 17:52:52.568+00;149
659;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 625 kg (1375 lb);;2017-12-05 17:52:56.123+00;2017-12-05 17:52:56.123+00;148
660;;Rations For Heifers From About 6 Months Old To Maturity, Now Weighing 625 kg (1375 lb);;2017-12-05 17:52:59.651+00;2017-12-05 17:52:59.651+00;149
661;;Receiving Grass Hay, Grass Pasture Or Grass Silage;;2017-12-05 17:53:02.155+00;2017-12-05 17:53:02.155+00;187
662;;Receiving Grass Hay, Grass Pasture Or Grass Silage;;2017-12-05 17:53:05.003+00;2017-12-05 17:53:05.003+00;188
663;;Receiving Mixed Legume-Grass Hay, -Pasture Or -Silage;;2017-12-05 17:53:08.196+00;2017-12-05 17:53:08.196+00;187
664;;Receiving Mixed Legume-Grass Hay, -Pasture Or -Silage;;2017-12-05 17:53:11.234+00;2017-12-05 17:53:11.234+00;188
665;;Receiving Very little Or No Roughage, Drought-Type Condtions;;2017-12-05 17:53:14.266+00;2017-12-05 17:53:14.266+00;187
666;;Receiving Very little Or No Roughage, Drought-Type Condtions;;2017-12-05 17:53:17.449+00;2017-12-05 17:53:17.449+00;188
667;;Receivng Legume Hay Or Legume Pasture Or Legume Silage;;2017-12-05 17:53:20.471+00;2017-12-05 17:53:20.471+00;187
668;;Receivng Legume Hay Or Legume Pasture Or Legume Silage;;2017-12-05 17:53:23.471+00;2017-12-05 17:53:23.471+00;188
669;;Replacement Ewe lambs, 50-70 kg BW;;2017-12-05 17:53:26.47+00;2017-12-05 17:53:26.47+00;190
670;;Replacement Ewe lambs, 50-70 kg BW;;2017-12-05 17:53:29.674+00;2017-12-05 17:53:29.674+00;191
671;;Replacement Ewe lambs, Of About 30 kg BW;;2017-12-05 17:53:33.064+00;2017-12-05 17:53:33.064+00;190
672;;Replacement Ewe lambs, Of About 30 kg BW;;2017-12-05 17:53:36.51+00;2017-12-05 17:53:36.51+00;191
673;;Replacement Ewe lambs, Of About 40 kg BW;;2017-12-05 17:53:39.912+00;2017-12-05 17:53:39.912+00;190
674;;Replacement Ewe lambs, Of About 40 kg BW;;2017-12-05 17:53:43.308+00;2017-12-05 17:53:43.308+00;191
675;;Replacement Ram lambs, 80-100 kg BW;;2017-12-05 17:53:46.696+00;2017-12-05 17:53:46.696+00;190
676;;Replacement Ram lambs, 80-100 kg BW;;2017-12-05 17:53:50.098+00;2017-12-05 17:53:50.098+00;191
677;;Replacement Ram lambs, Of About 40 kg BW;;2017-12-05 17:53:53.486+00;2017-12-05 17:53:53.486+00;190
678;;Replacement Ram lambs, Of About 40 kg BW;;2017-12-05 17:53:57.06+00;2017-12-05 17:53:57.06+00;191
679;;Replacement Ram lambs, Of About 60 kg BW;;2017-12-05 17:54:00.569+00;2017-12-05 17:54:00.569+00;190
680;;Replacement Ram lambs, Of About 60 kg BW;;2017-12-05 17:54:04.019+00;2017-12-05 17:54:04.019+00;191
681;;Sexually Active Boars;;2017-12-05 17:54:07.271+00;2017-12-05 17:54:07.271+00;193
682;;Sexually Active Boars;;2017-12-05 17:54:11.382+00;2017-12-05 17:54:11.382+00;194
683;;Starter Ration For Calves Fed Milk Or Milk Replacer And Receiving Forage;;2017-12-05 17:54:16.494+00;2017-12-05 17:54:16.494+00;175
684;;Starter Ration For Calves Fed Milk Or Milk Replacer And Receiving Forage;;2017-12-05 17:54:21.099+00;2017-12-05 17:54:21.099+00;176
685;;Starter Ration For Calves Fed Milk Or Milk Replacer And Receiving No Forage;;2017-12-05 17:54:25.544+00;2017-12-05 17:54:25.544+00;175
686;;Starter Ration For Calves Fed Milk Or Milk Replacer And Receiving No Forage;;2017-12-05 17:54:30.137+00;2017-12-05 17:54:30.137+00;176
687;;Starter Ration For Calves Fed Skimmed Milk And Receiving Forage;;2017-12-05 17:54:34.539+00;2017-12-05 17:54:34.539+00;175
688;;Starter Ration For Calves Fed Skimmed Milk And Receiving Forage;;2017-12-05 17:54:39.086+00;2017-12-05 17:54:39.086+00;176
689;;Starter Ration For Calves Fed Skimmed Milk And Receiving No Forage;;2017-12-05 17:54:43.504+00;2017-12-05 17:54:43.504+00;175
690;;Starter Ration For Calves Fed Skimmed Milk And Receiving No Forage;;2017-12-05 17:54:48.096+00;2017-12-05 17:54:48.096+00;176
691;;Starter Ration For Calves Fed Whey And Receiving Forage;;2017-12-05 17:54:52.595+00;2017-12-05 17:54:52.595+00;175
692;;Starter Ration For Calves Fed Whey And Receiving Forage;;2017-12-05 17:54:57.022+00;2017-12-05 17:54:57.022+00;176
693;;Starter Ration For Calves Fed Whey And Receiving No Forage;;2017-12-05 17:55:01.506+00;2017-12-05 17:55:01.506+00;175
694;;Starter Ration For Calves Fed Whey And Receiving No Forage;;2017-12-05 17:55:05.92+00;2017-12-05 17:55:05.92+00;176
695;;Starter Ration For Ducklings Of Mixed Gender, 0 - 2 Weeks Old;;2017-12-05 17:55:11.278+00;2017-12-05 17:55:11.278+00;36
696;;Starter Ration For Ducklings Of Mixed Gender, 0 - 2 Weeks Old;;2017-12-05 17:55:17.245+00;2017-12-05 17:55:17.245+00;37
697;;Starter Ration For Goslings Of Mixed Gender, 0 - 4 Weeks Old;;2017-12-05 17:55:23.415+00;2017-12-05 17:55:23.415+00;40
698;;Starter Ration For Goslings Of Mixed Gender, 0 - 4 Weeks Old;;2017-12-05 17:55:29.24+00;2017-12-05 17:55:29.24+00;41
699;;Starter Ration For Pheasant Chicks Of Mixed Gender, 0 - 4 Weeks Old;;2017-12-05 17:55:35.074+00;2017-12-05 17:55:35.074+00;44
700;;Starter Ration For Pheasant Chicks Of Mixed Gender, 0 - 4 Weeks Old;;2017-12-05 17:55:41.139+00;2017-12-05 17:55:41.139+00;45
701;;Starter Ration, 0 - 6 Weeks Of Age;;2017-12-05 17:55:46.938+00;2017-12-05 17:55:46.938+00;20
702;;Starter Ration, 0 - 6 Weeks Of Age;;2017-12-05 17:55:52.927+00;2017-12-05 17:55:52.927+00;21
703;;Starter Ration, 0 - 9 Weeks Of Age;;2017-12-05 17:55:58.753+00;2017-12-05 17:55:58.753+00;16
704;;Starter Ration, 0 - 9 Weeks Of Age;;2017-12-05 17:56:04.617+00;2017-12-05 17:56:04.617+00;17
705;;Starting From Around 135kg (300lb), With Moderate Growth To Finish In About 13.1 Months;;2017-12-05 17:56:08.93+00;2017-12-05 17:56:08.93+00;196
706;;Starting From Around 135kg (300lb), With Moderate Growth To Finish In About 13.1 Months;;2017-12-05 17:56:12.673+00;2017-12-05 17:56:12.673+00;197
707;;Starting From Around 135kg (300lb), With Rapid Growth To Finish In About 8.75 Months;;2017-12-05 17:56:16.6+00;2017-12-05 17:56:16.6+00;196
708;;Starting From Around 135kg (300lb), With Rapid Growth To Finish In About 8.75 Months;;2017-12-05 17:56:20.531+00;2017-12-05 17:56:20.531+00;197
709;;Starting From Around 180kg (400lb), With Moderate Growth To Finish In About 11.5 Months;;2017-12-05 17:56:24.451+00;2017-12-05 17:56:24.451+00;196
710;;Starting From Around 180kg (400lb), With Moderate Growth To Finish In About 11.5 Months;;2017-12-05 17:56:28.546+00;2017-12-05 17:56:28.546+00;197
711;;Starting From Around 180kg (400lb), With Rapid Growth To Finish In About 7.65 Months;;2017-12-05 17:56:32.47+00;2017-12-05 17:56:32.47+00;196
712;;Starting From Around 180kg (400lb), With Rapid Growth To Finish In About 7.65 Months;;2017-12-05 17:56:36.372+00;2017-12-05 17:56:36.372+00;197
713;;Starting From Around 225kg (500lb), With Moderate Growth To Finish In About 9.8 Months;;2017-12-05 17:56:40.286+00;2017-12-05 17:56:40.286+00;196
714;;Starting From Around 225kg (500lb), With Moderate Growth To Finish In About 9.8 Months;;2017-12-05 17:56:44.2+00;2017-12-05 17:56:44.2+00;197
715;;Starting From Around 225kg (500lb), With Rapid Growth To Finish In About 6.6 Months;;2017-12-05 17:56:48.306+00;2017-12-05 17:56:48.306+00;196
716;;Starting From Around 225kg (500lb), With Rapid Growth To Finish In About 6.6 Months;;2017-12-05 17:56:52.271+00;2017-12-05 17:56:52.271+00;197
717;;Starting From Around 270kg (600lb), With Moderate Growth To Finish In About 8.2 Months;;2017-12-05 17:56:56.227+00;2017-12-05 17:56:56.227+00;196
718;;Starting From Around 270kg (600lb), With Moderate Growth To Finish In About 8.2 Months;;2017-12-05 17:57:00.331+00;2017-12-05 17:57:00.331+00;197
719;;Starting From Around 270kg (600lb), With Rapid Growth To Finish In About 5.5 Months;;2017-12-05 17:57:04.267+00;2017-12-05 17:57:04.267+00;196
720;;Starting From Around 270kg (600lb), With Rapid Growth To Finish In About 5.5 Months;;2017-12-05 17:57:08.351+00;2017-12-05 17:57:08.351+00;197
721;;Starting From Around 320kg (700lb), With Moderate Growth To Finish In About 6.6 Months;;2017-12-05 17:57:12.306+00;2017-12-05 17:57:12.306+00;196
722;;Starting From Around 320kg (700lb), With Moderate Growth To Finish In About 6.6 Months;;2017-12-05 17:57:16.265+00;2017-12-05 17:57:16.265+00;197
723;;Starting From Around 320kg (700lb), With Rapid Growth To Finish In About 4.37 Months;;2017-12-05 17:57:20.483+00;2017-12-05 17:57:20.483+00;196
724;;Starting From Around 320kg (700lb), With Rapid Growth To Finish In About 4.37 Months;;2017-12-05 17:57:24.434+00;2017-12-05 17:57:24.434+00;197
725;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 0.5% Of BW;;2017-12-05 17:57:28.272+00;2017-12-05 17:57:28.272+00;199
726;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 0.5% Of BW;;2017-12-05 17:57:31.717+00;2017-12-05 17:57:31.717+00;201
727;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 0.5% Of BW;;2017-12-05 17:57:35.123+00;2017-12-05 17:57:35.123+00;203
728;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 0.5% Of BW;;2017-12-05 17:57:39.431+00;2017-12-05 17:57:39.431+00;204
729;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 0.5% Of BW;;2017-12-05 17:57:43.525+00;2017-12-05 17:57:43.525+00;205
730;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 0.5% Of BW;;2017-12-05 17:57:47.786+00;2017-12-05 17:57:47.786+00;206
731;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 1% Of BW;;2017-12-05 17:57:51.525+00;2017-12-05 17:57:51.525+00;208
732;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 1% Of BW;;2017-12-05 17:57:55.305+00;2017-12-05 17:57:55.305+00;210
733;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 1% Of BW;;2017-12-05 17:57:59.245+00;2017-12-05 17:57:59.245+00;212
734;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 1% Of BW;;2017-12-05 17:58:03.711+00;2017-12-05 17:58:03.711+00;213
735;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 1% Of BW;;2017-12-05 17:58:08.348+00;2017-12-05 17:58:08.348+00;214
736;;Supplement Mix For Early-Lactation, 0 - 6 Weeks, Fed At 1% Of BW;;2017-12-05 17:58:12.786+00;2017-12-05 17:58:12.786+00;215
737;;Supplement Mix For Finishing/Velveting, Fed At 0.5% Of BW;;2017-12-05 17:58:17.561+00;2017-12-05 17:58:17.561+00;199
738;;Supplement Mix For Finishing/Velveting, Fed At 0.5% Of BW;;2017-12-05 17:58:22.322+00;2017-12-05 17:58:22.322+00;203
739;;Supplement Mix For Finishing/Velveting, Fed At 0.5% Of BW;;2017-12-05 17:58:27.092+00;2017-12-05 17:58:27.092+00;201
740;;Supplement Mix For Finishing/Velveting, Fed At 0.5% Of BW;;2017-12-05 17:58:32.034+00;2017-12-05 17:58:32.034+00;204
741;;Supplement Mix For Finishing/Velveting, Fed At 0.5% Of BW;;2017-12-05 17:58:36.825+00;2017-12-05 17:58:36.825+00;205
742;;Supplement Mix For Finishing/Velveting, Fed At 0.5% Of BW;;2017-12-05 17:58:41.789+00;2017-12-05 17:58:41.789+00;206
743;;Supplement Mix For Finishing/Velveting, Fed At 1% Of BW;;2017-12-05 17:58:46.562+00;2017-12-05 17:58:46.562+00;208
744;;Supplement Mix For Finishing/Velveting, Fed At 1% Of BW;;2017-12-05 17:58:51.525+00;2017-12-05 17:58:51.525+00;210
745;;Supplement Mix For Finishing/Velveting, Fed At 1% Of BW;;2017-12-05 17:58:56.309+00;2017-12-05 17:58:56.309+00;212
746;;Supplement Mix For Finishing/Velveting, Fed At 1% Of BW;;2017-12-05 17:59:01.31+00;2017-12-05 17:59:01.31+00;213
747;;Supplement Mix For Finishing/Velveting, Fed At 1% Of BW;;2017-12-05 17:59:06.198+00;2017-12-05 17:59:06.198+00;214
748;;Supplement Mix For Finishing/Velveting, Fed At 1% Of BW;;2017-12-05 17:59:11.172+00;2017-12-05 17:59:11.172+00;215
749;;Supplement Mix For Growers, 3 - 6 Months, Fed At 0.5% Of BW;;2017-12-05 17:59:16.8+00;2017-12-05 17:59:16.8+00;199
750;;Supplement Mix For Growers, 3 - 6 Months, Fed At 0.5% Of BW;;2017-12-05 17:59:21.757+00;2017-12-05 17:59:21.757+00;203
751;;Supplement Mix For Growers, 3 - 6 Months, Fed At 0.5% Of BW;;2017-12-05 17:59:26.537+00;2017-12-05 17:59:26.537+00;201
752;;Supplement Mix For Growers, 3 - 6 Months, Fed At 0.5% Of BW;;2017-12-05 17:59:31.482+00;2017-12-05 17:59:31.482+00;204
753;;Supplement Mix For Growers, 3 - 6 Months, Fed At 0.5% Of BW;;2017-12-05 17:59:36.246+00;2017-12-05 17:59:36.246+00;205
754;;Supplement Mix For Growers, 3 - 6 Months, Fed At 0.5% Of BW;;2017-12-05 17:59:41.161+00;2017-12-05 17:59:41.161+00;206
755;;Supplement Mix For Growers, 3 - 6 Months, Fed At 1% Of BW;;2017-12-05 17:59:45.926+00;2017-12-05 17:59:45.926+00;208
756;;Supplement Mix For Growers, 3 - 6 Months, Fed At 1% Of BW;;2017-12-05 17:59:50.847+00;2017-12-05 17:59:50.847+00;210
757;;Supplement Mix For Growers, 3 - 6 Months, Fed At 1% Of BW;;2017-12-05 17:59:55.628+00;2017-12-05 17:59:55.628+00;212
758;;Supplement Mix For Growers, 3 - 6 Months, Fed At 1% Of BW;;2017-12-05 18:00:00.569+00;2017-12-05 18:00:00.569+00;213
759;;Supplement Mix For Growers, 3 - 6 Months, Fed At 1% Of BW;;2017-12-05 18:00:05.397+00;2017-12-05 18:00:05.397+00;214
760;;Supplement Mix For Growers, 3 - 6 Months, Fed At 1% Of BW;;2017-12-05 18:00:10.363+00;2017-12-05 18:00:10.363+00;215
761;;Supplement Mix For Growers, 6 - 9 Months, Fed At 0.5% Of BW;;2017-12-05 18:00:15.367+00;2017-12-05 18:00:15.367+00;199
762;;Supplement Mix For Growers, 6 - 9 Months, Fed At 0.5% Of BW;;2017-12-05 18:00:20.539+00;2017-12-05 18:00:20.539+00;203
763;;Supplement Mix For Growers, 6 - 9 Months, Fed At 0.5% Of BW;;2017-12-05 18:00:25.332+00;2017-12-05 18:00:25.332+00;201
764;;Supplement Mix For Growers, 6 - 9 Months, Fed At 0.5% Of BW;;2017-12-05 18:00:30.385+00;2017-12-05 18:00:30.385+00;204
765;;Supplement Mix For Growers, 6 - 9 Months, Fed At 0.5% Of BW;;2017-12-05 18:00:35.187+00;2017-12-05 18:00:35.187+00;205
766;;Supplement Mix For Growers, 6 - 9 Months, Fed At 0.5% Of BW;;2017-12-05 18:00:40.192+00;2017-12-05 18:00:40.192+00;206
767;;Supplement Mix For Growers, 6 - 9 Months, Fed At 1% Of BW;;2017-12-05 18:00:44.956+00;2017-12-05 18:00:44.956+00;208
768;;Supplement Mix For Growers, 6 - 9 Months, Fed At 1% Of BW;;2017-12-05 18:00:50.122+00;2017-12-05 18:00:50.122+00;210
769;;Supplement Mix For Growers, 6 - 9 Months, Fed At 1% Of BW;;2017-12-05 18:00:55.009+00;2017-12-05 18:00:55.009+00;212
770;;Supplement Mix For Growers, 6 - 9 Months, Fed At 1% Of BW;;2017-12-05 18:00:59.955+00;2017-12-05 18:00:59.955+00;213
771;;Supplement Mix For Growers, 6 - 9 Months, Fed At 1% Of BW;;2017-12-05 18:01:04.741+00;2017-12-05 18:01:04.741+00;214
772;;Supplement Mix For Growers, 6 - 9 Months, Fed At 1% Of BW;;2017-12-05 18:01:09.707+00;2017-12-05 18:01:09.707+00;215
773;;Supplement Mix For Growers, 9 - 18 Months, Fed At 0.5% Of BW;;2017-12-05 18:01:14.533+00;2017-12-05 18:01:14.533+00;199
774;;Supplement Mix For Growers, 9 - 18 Months, Fed At 0.5% Of BW;;2017-12-05 18:01:19.529+00;2017-12-05 18:01:19.529+00;201
775;;Supplement Mix For Growers, 9 - 18 Months, Fed At 0.5% Of BW;;2017-12-05 18:01:24.39+00;2017-12-05 18:01:24.39+00;203
776;;Supplement Mix For Growers, 9 - 18 Months, Fed At 0.5% Of BW;;2017-12-05 18:01:29.452+00;2017-12-05 18:01:29.452+00;204
777;;Supplement Mix For Growers, 9 - 18 Months, Fed At 0.5% Of BW;;2017-12-05 18:01:34.282+00;2017-12-05 18:01:34.282+00;205
778;;Supplement Mix For Growers, 9 - 18 Months, Fed At 0.5% Of BW;;2017-12-05 18:01:39.266+00;2017-12-05 18:01:39.266+00;206
779;;Supplement Mix For Growers, 9 - 18 Months, Fed At 1% Of BW;;2017-12-05 18:01:44.131+00;2017-12-05 18:01:44.131+00;208
780;;Supplement Mix For Growers, 9 - 18 Months, Fed At 1% Of BW;;2017-12-05 18:01:49.15+00;2017-12-05 18:01:49.15+00;210
781;;Supplement Mix For Growers, 9 - 18 Months, Fed At 1% Of BW;;2017-12-05 18:01:53.958+00;2017-12-05 18:01:53.958+00;212
782;;Supplement Mix For Growers, 9 - 18 Months, Fed At 1% Of BW;;2017-12-05 18:01:58.943+00;2017-12-05 18:01:58.943+00;213
783;;Supplement Mix For Growers, 9 - 18 Months, Fed At 1% Of BW;;2017-12-05 18:02:03.738+00;2017-12-05 18:02:03.738+00;214
784;;Supplement Mix For Growers, 9 - 18 Months, Fed At 1% Of BW;;2017-12-05 18:02:08.707+00;2017-12-05 18:02:08.707+00;215
785;;Supplement Mix For Late-Gestation, 24 - 36 Weeks, Fed At 1% Of BW;;2017-12-05 18:02:13.488+00;2017-12-05 18:02:13.488+00;208
786;;Supplement Mix For Late-Gestation, 24 - 36 Weeks, Fed At 1% Of BW;;2017-12-05 18:02:18.259+00;2017-12-05 18:02:18.259+00;210
787;;Supplement Mix For Late-Gestation, 24 - 36 Weeks, Fed At 1% Of BW;;2017-12-05 18:02:23.051+00;2017-12-05 18:02:23.051+00;212
788;;Supplement Mix For Late-Gestation, 24 - 36 Weeks, Fed At 1% Of BW;;2017-12-05 18:02:27.831+00;2017-12-05 18:02:27.831+00;213
789;;Supplement Mix For Late-Gestation, 24 - 36 Weeks, Fed At 1% Of BW;;2017-12-05 18:02:32.663+00;2017-12-05 18:02:32.663+00;214
