id;value;createdAt;updatedAt;ingredientId;nutrientId
7151;41.65;2017-12-05 18:16:33.526+00;2017-12-05 18:16:33.526+00;91;55
7172;32.1;2017-12-05 18:16:37.133+00;2017-12-05 18:16:37.133+00;92;2
7173;92;2017-12-05 18:16:37.133+00;2017-12-05 18:16:37.133+00;92;1
7174;27.3;2017-12-05 18:16:37.133+00;2017-12-05 18:16:37.133+00;92;3
7175;15;2017-12-05 18:16:37.694+00;2017-12-05 18:16:37.694+00;93;9
7182;12;2017-12-05 18:16:37.695+00;2017-12-05 18:16:37.695+00;93;4
7183;1.1;2017-12-05 18:16:37.695+00;2017-12-05 18:16:37.695+00;93;80
7187;94;2017-12-05 18:16:37.696+00;2017-12-05 18:16:37.696+00;93;2
7191;1.535;2017-12-05 18:16:37.697+00;2017-12-05 18:16:37.697+00;93;15
7192;1;2017-12-05 18:16:37.697+00;2017-12-05 18:16:37.697+00;93;16
7193;1.535;2017-12-05 18:16:37.697+00;2017-12-05 18:16:37.697+00;93;17
7196;1;2017-12-05 18:16:37.698+00;2017-12-05 18:16:37.698+00;93;20
7197;90;2017-12-05 18:16:37.698+00;2017-12-05 18:16:37.698+00;93;1
7198;2;2017-12-05 18:16:37.698+00;2017-12-05 18:16:37.698+00;93;5
7210;0.35;2017-12-05 18:16:37.7+00;2017-12-05 18:16:37.7+00;93;7
7212;3;2017-12-05 18:16:37.701+00;2017-12-05 18:16:37.701+00;93;22
7213;1.1;2017-12-05 18:16:37.701+00;2017-12-05 18:16:37.701+00;93;21
7214;3;2017-12-05 18:16:37.701+00;2017-12-05 18:16:37.701+00;93;23
7215;3;2017-12-05 18:16:37.701+00;2017-12-05 18:16:37.701+00;93;24
7218;0.89;2017-12-05 18:16:37.702+00;2017-12-05 18:16:37.702+00;93;27
7222;1.6;2017-12-05 18:16:37.702+00;2017-12-05 18:16:37.702+00;93;64
7224;22.44;2017-12-05 18:16:37.703+00;2017-12-05 18:16:37.703+00;93;10
7226;0.64;2017-12-05 18:16:37.703+00;2017-12-05 18:16:37.703+00;93;30
7227;0.79;2017-12-05 18:16:37.703+00;2017-12-05 18:16:37.703+00;93;28
7233;74;2017-12-05 18:16:37.705+00;2017-12-05 18:16:37.705+00;93;3
7238;24;2017-12-05 18:16:37.705+00;2017-12-05 18:16:37.705+00;93;12
7239;25;2017-12-05 18:16:37.706+00;2017-12-05 18:16:37.706+00;93;13
7240;24;2017-12-05 18:16:37.706+00;2017-12-05 18:16:37.706+00;93;14
7265;41.65;2017-12-05 18:16:41.023+00;2017-12-05 18:16:41.023+00;94;49
7269;372000;2017-12-05 18:16:41.024+00;2017-12-05 18:16:41.024+00;94;58
7277;100;2017-12-05 18:16:41.026+00;2017-12-05 18:16:41.026+00;94;1
7349;798800;2017-12-05 18:16:44.308+00;2017-12-05 18:16:44.308+00;95;58
7357;100;2017-12-05 18:16:44.31+00;2017-12-05 18:16:44.31+00;95;1
7429;254500;2017-12-05 18:16:47.543+00;2017-12-05 18:16:47.543+00;96;58
7437;100;2017-12-05 18:16:47.544+00;2017-12-05 18:16:47.544+00;96;1
7474;12.84;2017-12-05 18:16:47.551+00;2017-12-05 18:16:47.551+00;96;55
7510;99;2017-12-05 18:16:50.789+00;2017-12-05 18:16:50.789+00;97;38
7517;100;2017-12-05 18:16:50.79+00;2017-12-05 18:16:50.79+00;97;1
7532;2.6;2017-12-05 18:16:50.793+00;2017-12-05 18:16:50.793+00;97;22
7534;2.6;2017-12-05 18:16:50.794+00;2017-12-05 18:16:50.794+00;97;23
7535;2.6;2017-12-05 18:16:50.794+00;2017-12-05 18:16:50.794+00;97;24
7579;16.48;2017-12-05 18:16:54.024+00;2017-12-05 18:16:54.024+00;98;52
7585;0.51;2017-12-05 18:16:54.025+00;2017-12-05 18:16:54.025+00;98;49
7587;112.7;2017-12-05 18:16:54.025+00;2017-12-05 18:16:54.025+00;98;2
7597;98;2017-12-05 18:16:54.027+00;2017-12-05 18:16:54.027+00;98;1
7629;20.6;2017-12-05 18:16:54.033+00;2017-12-05 18:16:54.033+00;98;51
7634;2.12;2017-12-05 18:16:54.034+00;2017-12-05 18:16:54.034+00;98;55
7643;20;2017-12-05 18:16:54.04+00;2017-12-05 18:16:54.04+00;98;42
7655;2;2017-12-05 18:16:57.336+00;2017-12-05 18:16:57.336+00;99;4
7656;7;2017-12-05 18:16:57.336+00;2017-12-05 18:16:57.336+00;99;2
7657;25;2017-12-05 18:16:57.337+00;2017-12-05 18:16:57.337+00;99;1
7658;2.4;2017-12-05 18:16:57.337+00;2017-12-05 18:16:57.337+00;99;5
7659;2.4;2017-12-05 18:16:57.337+00;2017-12-05 18:16:57.337+00;99;6
7660;13;2017-12-05 18:16:57.337+00;2017-12-05 18:16:57.337+00;99;3
7661;9.7;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;9
7663;2.28;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;31
7664;1.34;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;36
7665;0.22;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;52
7666;0.09;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;69
7667;0.11;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;48
7668;4.5;2017-12-05 18:16:58.053+00;2017-12-05 18:16:58.053+00;100;4
7670;1670;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;70
7671;0.48;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;49
7672;0.05;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;56
7673;25.4;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;2
7675;11;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;58
7676;0.32;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;38
7677;3.317;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;15
7678;3.2;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;16
7679;3.317;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;17
7680;3.15;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;18
7681;3.245;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;19
7682;3.2;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;20
7683;87;2017-12-05 18:16:58.054+00;2017-12-05 18:16:58.054+00;100;1
7684;1.4;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;5
7685;1.4;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;6
7686;23;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;11
7687;75;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;60
7690;0.67;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;32
7691;0.1;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;59
7693;1.03;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;33
7694;1.2;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;53
7695;1.89;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;34
7696;0.62;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;7
7697;1.62;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;35
7698;2.6;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;22
7699;2.9;2017-12-05 18:16:58.055+00;2017-12-05 18:16:58.055+00;100;21
7700;2.6;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;23
7701;2.6;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;24
7702;3.045;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;25
7703;3.2;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;26
7704;3;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;27
7705;0.2;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;37
7706;0.15;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;50
7707;15;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;61
7708;2.61;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;64
7709;0.03;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;54
7710;13.7;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;10
7711;1.25;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;29
7712;1.75;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;30
7713;1.8;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;28
7714;26;2017-12-05 18:16:58.056+00;2017-12-05 18:16:58.056+00;100;72
7715;0.48;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;51
7716;3;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;73
7717;1.03;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;39
7719;25;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;3
7720;0.29;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;55
7721;0.02;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;62
7724;85;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;12
7725;84;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;13
7726;85;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;14
7727;0.89;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;43
7728;0.22;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;44
7729;0.87;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;42
7730;1.14;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;45
7731;267;2017-12-05 18:16:58.057+00;2017-12-05 18:16:58.057+00;100;65
7732;5.5;2017-12-05 18:16:58.058+00;2017-12-05 18:16:58.058+00;100;74
7734;2.9;2017-12-05 18:16:58.058+00;2017-12-05 18:16:58.058+00;100;75
7738;0.8;2017-12-05 18:16:58.058+00;2017-12-05 18:16:58.058+00;100;67
7740;42;2017-12-05 18:16:58.058+00;2017-12-05 18:16:58.058+00;100;63
7763;98;2017-12-05 18:17:01.434+00;2017-12-05 18:17:01.434+00;101;1
7767;214032;2017-12-05 18:17:01.435+00;2017-12-05 18:17:01.435+00;101;60
7800;12.1;2017-12-05 18:17:01.443+00;2017-12-05 18:17:01.443+00;101;55
7821;5.7;2017-12-05 18:17:04.813+00;2017-12-05 18:17:04.813+00;102;9
7823;5.62;2017-12-05 18:17:04.814+00;2017-12-05 18:17:04.814+00;102;31
7824;1.3;2017-12-05 18:17:04.814+00;2017-12-05 18:17:04.814+00;102;4
7825;83.4;2017-12-05 18:17:04.814+00;2017-12-05 18:17:04.814+00;102;2
7826;2.267;2017-12-05 18:17:04.814+00;2017-12-05 18:17:04.814+00;102;15
7827;4.14;2017-12-05 18:17:04.814+00;2017-12-05 18:17:04.814+00;102;16
7828;2.267;2017-12-05 18:17:04.815+00;2017-12-05 18:17:04.815+00;102;17
7830;2.73;2017-12-05 18:17:04.815+00;2017-12-05 18:17:04.815+00;102;19
7831;4.14;2017-12-05 18:17:04.815+00;2017-12-05 18:17:04.815+00;102;20
7832;93;2017-12-05 18:17:04.815+00;2017-12-05 18:17:04.815+00;102;1
7833;5.5;2017-12-05 18:17:04.816+00;2017-12-05 18:17:04.816+00;102;5
7835;23;2017-12-05 18:17:04.816+00;2017-12-05 18:17:04.816+00;102;11
7836;0.93;2017-12-05 18:17:04.816+00;2017-12-05 18:17:04.816+00;102;32
7837;3.86;2017-12-05 18:17:04.816+00;2017-12-05 18:17:04.816+00;102;33
7838;6.79;2017-12-05 18:17:04.817+00;2017-12-05 18:17:04.817+00;102;34
7839;0.83;2017-12-05 18:17:04.817+00;2017-12-05 18:17:04.817+00;102;7
7840;2.08;2017-12-05 18:17:04.817+00;2017-12-05 18:17:04.817+00;102;35
7841;2.561;2017-12-05 18:17:04.817+00;2017-12-05 18:17:04.817+00;102;22
7842;1.84;2017-12-05 18:17:04.817+00;2017-12-05 18:17:04.817+00;102;21
7843;2.561;2017-12-05 18:17:04.817+00;2017-12-05 18:17:04.817+00;102;23
7844;2.561;2017-12-05 18:17:04.818+00;2017-12-05 18:17:04.818+00;102;24
7845;2.21;2017-12-05 18:17:04.818+00;2017-12-05 18:17:04.818+00;102;25
7846;2.43;2017-12-05 18:17:04.818+00;2017-12-05 18:17:04.818+00;102;26
7847;3.76;2017-12-05 18:17:04.818+00;2017-12-05 18:17:04.818+00;102;27
7849;0.53;2017-12-05 18:17:04.819+00;2017-12-05 18:17:04.819+00;102;29
7850;1.43;2017-12-05 18:17:04.819+00;2017-12-05 18:17:04.819+00;102;30
7851;1.05;2017-12-05 18:17:04.819+00;2017-12-05 18:17:04.819+00;102;28
7852;70.6;2017-12-05 18:17:04.819+00;2017-12-05 18:17:04.819+00;102;3
7853;70.1;2017-12-05 18:17:04.819+00;2017-12-05 18:17:04.819+00;102;12
7854;63;2017-12-05 18:17:04.82+00;2017-12-05 18:17:04.82+00;102;13
7855;70.1;2017-12-05 18:17:04.82+00;2017-12-05 18:17:04.82+00;102;14
7856;43.8;2017-12-05 18:17:06.537+00;2017-12-05 18:17:06.537+00;103;9
7862;0.33;2017-12-05 18:17:06.538+00;2017-12-05 18:17:06.538+00;103;48
7863;28;2017-12-05 18:17:06.538+00;2017-12-05 18:17:06.538+00;103;4
7867;0.11;2017-12-05 18:17:06.539+00;2017-12-05 18:17:06.539+00;103;56
7868;8.2;2017-12-05 18:17:06.539+00;2017-12-05 18:17:06.539+00;103;2
7872;2.45;2017-12-05 18:17:06.54+00;2017-12-05 18:17:06.54+00;103;15
7873;2.3;2017-12-05 18:17:06.54+00;2017-12-05 18:17:06.54+00;103;16
7874;2.45;2017-12-05 18:17:06.54+00;2017-12-05 18:17:06.54+00;103;17
7875;1.75;2017-12-05 18:17:06.541+00;2017-12-05 18:17:06.541+00;103;18
7877;2.3;2017-12-05 18:17:06.541+00;2017-12-05 18:17:06.541+00;103;20
7878;88;2017-12-05 18:17:06.541+00;2017-12-05 18:17:06.541+00;103;1
7879;2.4;2017-12-05 18:17:06.541+00;2017-12-05 18:17:06.541+00;103;5
7880;2.4;2017-12-05 18:17:06.542+00;2017-12-05 18:17:06.542+00;103;6
7881;98;2017-12-05 18:17:06.542+00;2017-12-05 18:17:06.542+00;103;11
7889;1.61;2017-12-05 18:17:06.543+00;2017-12-05 18:17:06.543+00;103;53
7894;2.02;2017-12-05 18:17:06.544+00;2017-12-05 18:17:06.544+00;103;21
7899;1.93;2017-12-05 18:17:06.545+00;2017-12-05 18:17:06.545+00;103;27
7901;0.44;2017-12-05 18:17:06.546+00;2017-12-05 18:17:06.546+00;103;50
7902;21.44;2017-12-05 18:17:06.546+00;2017-12-05 18:17:06.546+00;103;61
7903;1.3;2017-12-05 18:17:06.546+00;2017-12-05 18:17:06.546+00;103;64
7905;63;2017-12-05 18:17:06.546+00;2017-12-05 18:17:06.546+00;103;10
7906;0.7;2017-12-05 18:17:06.547+00;2017-12-05 18:17:06.547+00;103;29
7907;1.22;2017-12-05 18:17:06.547+00;2017-12-05 18:17:06.547+00;103;30
7908;1.2;2017-12-05 18:17:06.547+00;2017-12-05 18:17:06.547+00;103;28
7910;0.25;2017-12-05 18:17:06.547+00;2017-12-05 18:17:06.547+00;103;51
7919;52.1;2017-12-05 18:17:06.549+00;2017-12-05 18:17:06.549+00;103;12
7920;54.3;2017-12-05 18:17:06.549+00;2017-12-05 18:17:06.549+00;103;13
7921;52.1;2017-12-05 18:17:06.549+00;2017-12-05 18:17:06.549+00;103;14
7933;118.6;2017-12-05 18:17:06.552+00;2017-12-05 18:17:06.552+00;103;67
7938;4.01;2017-12-05 18:17:09.906+00;2017-12-05 18:17:09.906+00;104;31
7939;4.81;2017-12-05 18:17:09.906+00;2017-12-05 18:17:09.906+00;104;36
7940;1.65;2017-12-05 18:17:09.907+00;2017-12-05 18:17:09.907+00;104;52
7941;0.13;2017-12-05 18:17:09.907+00;2017-12-05 18:17:09.907+00;104;69
7942;2.4;2017-12-05 18:17:09.907+00;2017-12-05 18:17:09.907+00;104;48
7943;1.8;2017-12-05 18:17:09.907+00;2017-12-05 18:17:09.907+00;104;4
7944;5.06;2017-12-05 18:17:09.907+00;2017-12-05 18:17:09.907+00;104;80
7945;5306;2017-12-05 18:17:09.908+00;2017-12-05 18:17:09.908+00;104;70
7946;1.12;2017-12-05 18:17:09.908+00;2017-12-05 18:17:09.908+00;104;49
7947;0.05;2017-12-05 18:17:09.908+00;2017-12-05 18:17:09.908+00;104;56
7948;68.1;2017-12-05 18:17:09.908+00;2017-12-05 18:17:09.908+00;104;2
7950;6;2017-12-05 18:17:09.909+00;2017-12-05 18:17:09.909+00;104;58
7951;0.66;2017-12-05 18:17:09.909+00;2017-12-05 18:17:09.909+00;104;38
7952;3.238;2017-12-05 18:17:09.909+00;2017-12-05 18:17:09.909+00;104;15
7953;3.32;2017-12-05 18:17:09.909+00;2017-12-05 18:17:09.909+00;104;16
7954;3.238;2017-12-05 18:17:09.909+00;2017-12-05 18:17:09.909+00;104;17
7955;3.3;2017-12-05 18:17:09.91+00;2017-12-05 18:17:09.91+00;104;18
7956;3.96;2017-12-05 18:17:09.91+00;2017-12-05 18:17:09.91+00;104;19
7957;3.32;2017-12-05 18:17:09.91+00;2017-12-05 18:17:09.91+00;104;20
7958;93;2017-12-05 18:17:09.91+00;2017-12-05 18:17:09.91+00;104;1
7959;9.2;2017-12-05 18:17:09.91+00;2017-12-05 18:17:09.91+00;104;5
7961;10;2017-12-05 18:17:09.911+00;2017-12-05 18:17:09.911+00;104;11
7962;180;2017-12-05 18:17:09.911+00;2017-12-05 18:17:09.911+00;104;60
7963;0.37;2017-12-05 18:17:09.911+00;2017-12-05 18:17:09.911+00;104;71
7964;4.3;2017-12-05 18:17:09.911+00;2017-12-05 18:17:09.911+00;104;46
7965;1.52;2017-12-05 18:17:09.912+00;2017-12-05 18:17:09.912+00;104;32
7966;0.52;2017-12-05 18:17:09.912+00;2017-12-05 18:17:09.912+00;104;59
7968;2.91;2017-12-05 18:17:09.912+00;2017-12-05 18:17:09.912+00;104;33
7969;1.08;2017-12-05 18:17:09.912+00;2017-12-05 18:17:09.912+00;104;53
7970;5.2;2017-12-05 18:17:09.912+00;2017-12-05 18:17:09.912+00;104;34
7971;0.15;2017-12-05 18:17:09.913+00;2017-12-05 18:17:09.913+00;104;7
7972;5.46;2017-12-05 18:17:09.913+00;2017-12-05 18:17:09.913+00;104;35
7973;3.548;2017-12-05 18:17:09.913+00;2017-12-05 18:17:09.913+00;104;22
7974;2.82;2017-12-05 18:17:09.913+00;2017-12-05 18:17:09.913+00;104;21
7975;3.548;2017-12-05 18:17:09.913+00;2017-12-05 18:17:09.913+00;104;23
7976;3.548;2017-12-05 18:17:09.914+00;2017-12-05 18:17:09.914+00;104;24
7977;3.26;2017-12-05 18:17:09.914+00;2017-12-05 18:17:09.914+00;104;25
7978;3.26;2017-12-05 18:17:09.914+00;2017-12-05 18:17:09.914+00;104;26
7979;2.94;2017-12-05 18:17:09.914+00;2017-12-05 18:17:09.914+00;104;27
7980;2.04;2017-12-05 18:17:09.914+00;2017-12-05 18:17:09.914+00;104;37
7981;0.18;2017-12-05 18:17:09.915+00;2017-12-05 18:17:09.915+00;104;50
7982;8;2017-12-05 18:17:09.915+00;2017-12-05 18:17:09.915+00;104;61
7983;1.6;2017-12-05 18:17:09.915+00;2017-12-05 18:17:09.915+00;104;64
7984;0.61;2017-12-05 18:17:09.915+00;2017-12-05 18:17:09.915+00;104;54
7986;1.17;2017-12-05 18:17:09.915+00;2017-12-05 18:17:09.915+00;104;29
7987;1.67;2017-12-05 18:17:09.916+00;2017-12-05 18:17:09.916+00;104;30
7988;1.76;2017-12-05 18:17:09.916+00;2017-12-05 18:17:09.916+00;104;28
7989;93;2017-12-05 18:17:09.916+00;2017-12-05 18:17:09.916+00;104;72
7990;1.76;2017-12-05 18:17:09.916+00;2017-12-05 18:17:09.916+00;104;51
7991;17.3;2017-12-05 18:17:09.916+00;2017-12-05 18:17:09.916+00;104;73
7992;2.75;2017-12-05 18:17:09.917+00;2017-12-05 18:17:09.917+00;104;39
7994;60;2017-12-05 18:17:09.917+00;2017-12-05 18:17:09.917+00;104;3
7995;0.69;2017-12-05 18:17:09.917+00;2017-12-05 18:17:09.917+00;104;55
7996;1.95;2017-12-05 18:17:09.917+00;2017-12-05 18:17:09.917+00;104;62
7997;2.75;2017-12-05 18:17:09.918+00;2017-12-05 18:17:09.918+00;104;47
7999;75.2;2017-12-05 18:17:09.918+00;2017-12-05 18:17:09.918+00;104;12
8000;72.6;2017-12-05 18:17:09.918+00;2017-12-05 18:17:09.918+00;104;13
8001;75.2;2017-12-05 18:17:09.918+00;2017-12-05 18:17:09.918+00;104;14
8002;3.02;2017-12-05 18:17:09.919+00;2017-12-05 18:17:09.919+00;104;43
8003;0.74;2017-12-05 18:17:09.919+00;2017-12-05 18:17:09.919+00;104;44
8004;2.18;2017-12-05 18:17:09.919+00;2017-12-05 18:17:09.919+00;104;42
8005;3.46;2017-12-05 18:17:09.919+00;2017-12-05 18:17:09.919+00;104;45
8007;0.38;2017-12-05 18:17:09.919+00;2017-12-05 18:17:09.919+00;104;74
8008;0.403;2017-12-05 18:17:09.92+00;2017-12-05 18:17:09.92+00;104;77
8009;9.8;2017-12-05 18:17:09.92+00;2017-12-05 18:17:09.92+00;104;75
8010;4.65;2017-12-05 18:17:09.92+00;2017-12-05 18:17:09.92+00;104;76
8013;18;2017-12-05 18:17:09.921+00;2017-12-05 18:17:09.921+00;104;67
8014;2.2;2017-12-05 18:17:09.921+00;2017-12-05 18:17:09.921+00;104;68
8015;132;2017-12-05 18:17:09.921+00;2017-12-05 18:17:09.921+00;104;63
8018;3.66;2017-12-05 18:17:13.275+00;2017-12-05 18:17:13.275+00;105;31
8019;4.23;2017-12-05 18:17:13.275+00;2017-12-05 18:17:13.275+00;105;36
8020;2.86;2017-12-05 18:17:13.275+00;2017-12-05 18:17:13.275+00;105;52
8021;0.13;2017-12-05 18:17:13.275+00;2017-12-05 18:17:13.275+00;105;69
8022;5.21;2017-12-05 18:17:13.275+00;2017-12-05 18:17:13.275+00;105;48
8023;0.7;2017-12-05 18:17:13.276+00;2017-12-05 18:17:13.276+00;105;4
8025;3056;2017-12-05 18:17:13.276+00;2017-12-05 18:17:13.276+00;105;70
8026;0.55;2017-12-05 18:17:13.276+00;2017-12-05 18:17:13.276+00;105;49
8027;0.15;2017-12-05 18:17:13.276+00;2017-12-05 18:17:13.276+00;105;56
8028;62.3;2017-12-05 18:17:13.277+00;2017-12-05 18:17:13.277+00;105;2
8030;11;2017-12-05 18:17:13.277+00;2017-12-05 18:17:13.277+00;105;58
8031;0.57;2017-12-05 18:17:13.277+00;2017-12-05 18:17:13.277+00;105;38
8032;3.089;2017-12-05 18:17:13.277+00;2017-12-05 18:17:13.277+00;105;15
8033;2.82;2017-12-05 18:17:13.278+00;2017-12-05 18:17:13.278+00;105;16
8034;3.089;2017-12-05 18:17:13.278+00;2017-12-05 18:17:13.278+00;105;17
8035;2.93;2017-12-05 18:17:13.278+00;2017-12-05 18:17:13.278+00;105;18
8036;3.77;2017-12-05 18:17:13.278+00;2017-12-05 18:17:13.278+00;105;19
8037;2.82;2017-12-05 18:17:13.278+00;2017-12-05 18:17:13.278+00;105;20
8038;92;2017-12-05 18:17:13.279+00;2017-12-05 18:17:13.279+00;105;1
8039;9.4;2017-12-05 18:17:13.279+00;2017-12-05 18:17:13.279+00;105;5
8041;10;2017-12-05 18:17:13.279+00;2017-12-05 18:17:13.279+00;105;11
8042;440;2017-12-05 18:17:13.279+00;2017-12-05 18:17:13.279+00;105;60
8043;0.37;2017-12-05 18:17:13.28+00;2017-12-05 18:17:13.28+00;105;71
8044;4.46;2017-12-05 18:17:13.28+00;2017-12-05 18:17:13.28+00;105;46
8045;1.78;2017-12-05 18:17:13.28+00;2017-12-05 18:17:13.28+00;105;32
8046;1.09;2017-12-05 18:17:13.28+00;2017-12-05 18:17:13.28+00;105;59
8048;2.57;2017-12-05 18:17:13.281+00;2017-12-05 18:17:13.281+00;105;33
8049;0.85;2017-12-05 18:17:13.281+00;2017-12-05 18:17:13.281+00;105;53
8050;4.54;2017-12-05 18:17:13.281+00;2017-12-05 18:17:13.281+00;105;34
8051;0.12;2017-12-05 18:17:13.281+00;2017-12-05 18:17:13.281+00;105;7
8052;4.81;2017-12-05 18:17:13.281+00;2017-12-05 18:17:13.281+00;105;35
8053;3.251;2017-12-05 18:17:13.281+00;2017-12-05 18:17:13.281+00;105;22
8054;2.67;2017-12-05 18:17:13.282+00;2017-12-05 18:17:13.282+00;105;21
8055;3.251;2017-12-05 18:17:13.282+00;2017-12-05 18:17:13.282+00;105;23
8056;3.251;2017-12-05 18:17:13.282+00;2017-12-05 18:17:13.282+00;105;24
8057;3.36;2017-12-05 18:17:13.282+00;2017-12-05 18:17:13.282+00;105;25
8058;2.85;2017-12-05 18:17:13.282+00;2017-12-05 18:17:13.282+00;105;26
8059;2.44;2017-12-05 18:17:13.283+00;2017-12-05 18:17:13.283+00;105;27
8060;1.77;2017-12-05 18:17:13.283+00;2017-12-05 18:17:13.283+00;105;37
8061;0.16;2017-12-05 18:17:13.283+00;2017-12-05 18:17:13.283+00;105;50
8062;37.02;2017-12-05 18:17:13.283+00;2017-12-05 18:17:13.283+00;105;61
8063;1.6;2017-12-05 18:17:13.283+00;2017-12-05 18:17:13.283+00;105;64
8064;0.41;2017-12-05 18:17:13.284+00;2017-12-05 18:17:13.284+00;105;54
8066;1.08;2017-12-05 18:17:13.284+00;2017-12-05 18:17:13.284+00;105;29
8067;1.59;2017-12-05 18:17:13.284+00;2017-12-05 18:17:13.284+00;105;30
8068;1.65;2017-12-05 18:17:13.284+00;2017-12-05 18:17:13.284+00;105;28
8069;55;2017-12-05 18:17:13.284+00;2017-12-05 18:17:13.284+00;105;72
8070;3.04;2017-12-05 18:17:13.285+00;2017-12-05 18:17:13.285+00;105;51
8071;8.6;2017-12-05 18:17:13.285+00;2017-12-05 18:17:13.285+00;105;73
8072;2.51;2017-12-05 18:17:13.285+00;2017-12-05 18:17:13.285+00;105;39
8074;60;2017-12-05 18:17:13.285+00;2017-12-05 18:17:13.285+00;105;3
8075;0.45;2017-12-05 18:17:13.286+00;2017-12-05 18:17:13.286+00;105;55
8076;2.14;2017-12-05 18:17:13.286+00;2017-12-05 18:17:13.286+00;105;62
8077;2.37;2017-12-05 18:17:13.286+00;2017-12-05 18:17:13.286+00;105;47
8079;64;2017-12-05 18:17:13.286+00;2017-12-05 18:17:13.286+00;105;12
8080;69.2;2017-12-05 18:17:13.287+00;2017-12-05 18:17:13.287+00;105;13
8081;64;2017-12-05 18:17:13.287+00;2017-12-05 18:17:13.287+00;105;14
8082;2.64;2017-12-05 18:17:13.287+00;2017-12-05 18:17:13.287+00;105;43
8083;0.66;2017-12-05 18:17:13.287+00;2017-12-05 18:17:13.287+00;105;44
8084;2.04;2017-12-05 18:17:13.287+00;2017-12-05 18:17:13.287+00;105;42
8085;3.03;2017-12-05 18:17:13.287+00;2017-12-05 18:17:13.287+00;105;45
